Festo,DST
-35.3,539.2
-35.5,538.9
-35.5,538.9
-35.6,538.7
-35.6,538.6
-35.5,538.6
-35.4,538.5
-35.4,538.6
-35.4,538.5
-35.4,538.4
-35.4,538.4
-35.3,538.4
-35.2,538.4
-35.2,538.4
-35.2,538.3
-35.2,538.2
-35.2,538.1
-35.3,538.0
-35.5,537.7
-35.7,537.3
-36.0,537.0
-36.0,536.7
-36.0,536.6
-35.9,536.1
-35.7,535.6
-35.6,535.2
-35.5,534.6
-35.4,534.4
-35.4,534.2
-35.4,533.9
-35.4,533.5
-35.4,533.0
-35.4,532.6
-35.5,532.0
-35.7,531.5
-35.8,531.2
-35.9,530.9
-35.9,530.7
-35.9,530.5
-35.7,530.3
-35.6,530.0
-35.4,529.7
-35.3,529.4
-35.3,529.1
-35.2,528.6
-35.3,527.8
-35.3,526.9
-35.4,526.1
-35.6,525.4
-35.7,525.0
-35.8,524.8
-35.9,524.3
-35.9,523.8
-35.8,523.2
-35.7,522.5
-35.7,522.1
-35.6,521.6
-35.6,521.4
-35.6,521.1
-35.6,520.5
-35.6,519.9
-35.7,519.3
-35.8,518.6
-35.8,518.3
-35.9,517.9
-35.9,517.5
-35.7,516.9
-35.7,516.3
-35.6,515.6
-35.6,515.1
-35.6,514.6
-35.5,514.2
-35.5,513.8
-35.4,513.2
-35.4,512.8
-35.5,512.3
-35.5,511.8
-35.5,511.6
-35.5,511.4
-35.5,511.3
-35.5,510.9
-35.6,510.3
-35.6,509.6
-35.6,508.9
-35.6,508.5
-35.6,508.4
-35.7,508.2
-35.7,507.9
-35.7,507.6
-35.7,507.4
-35.7,507.1
-35.7,507.0
-35.8,507.0
-35.7,506.9
-35.7,506.8
-35.7,506.7
-35.7,506.6
-35.7,506.4
-35.7,506.2
-35.8,506.0
-35.9,505.8
-36.0,505.6
-36.2,505.5
-36.1,505.3
-36.1,505.1
-35.9,505.0
-35.6,504.8
-35.5,504.6
-35.3,504.5
-35.3,504.5
-35.3,504.3
-35.5,504.2
-35.6,504.1
-35.8,503.9
-36.0,503.9
-36.1,503.9
-36.1,503.9
-36.1,503.9
-36.1,503.9
-36.0,504.0
-36.0,504.1
-35.9,504.3
-35.8,504.4
-35.7,504.5
-35.7,504.7
-35.8,504.8
-35.8,505.0
-35.9,505.2
-35.9,505.2
-35.9,505.3
-35.9,505.4
-35.9,505.5
-35.9,505.8
-35.8,506.1
-35.7,506.4
-35.6,506.6
-35.5,506.9
-35.5,507.1
-35.5,507.5
-35.5,507.9
-35.5,508.1
-35.5,508.3
-35.5,508.4
-35.6,508.6
-35.6,509.0
-35.6,509.4
-35.6,509.8
-35.6,510.2
-35.7,510.4
-35.7,510.7
-35.7,511.2
-35.7,511.8
-35.6,512.3
-35.6,512.7
-35.6,512.8
-35.6,513.1
-35.6,513.3
-35.7,513.6
-35.8,514.1
-35.8,514.6
-35.8,515.0
-35.9,515.3
-36.0,515.6
-36.1,516.0
-36.2,516.3
-36.2,516.6
-36.3,516.9
-36.3,517.1
-36.3,517.5
-36.3,517.9
-36.2,518.6
-35.9,519.2
-35.7,519.7
-35.4,520.3
-35.3,520.6
-35.3,520.8
-35.4,521.1
-35.6,521.5
-35.7,522.0
-35.9,522.8
-36.0,523.3
-36.0,523.8
-36.0,524.3
-36.0,524.7
-36.0,525.1
-36.0,525.4
-36.0,525.6
-35.8,526.0
-35.6,526.3
-35.5,526.7
-35.4,527.0
-35.4,527.4
-35.5,527.9
-35.5,528.2
-35.6,528.6
-35.7,528.9
-35.8,529.0
-35.7,529.4
-35.7,529.8
-35.7,530.1
-35.7,530.3
-35.8,530.8
-35.8,531.3
-35.8,531.6
-35.8,532.1
-35.8,532.2
-35.8,532.4
-35.8,532.5
-35.7,532.7
-35.5,532.9
-35.4,533.1
-35.4,533.5
-35.4,533.8
-35.4,534.1
-35.5,534.1
-35.5,534.1
-35.5,534.1
-35.6,534.0
-35.7,534.0
-35.8,534.2
-35.9,534.3
-35.8,534.5
-35.6,534.8
-35.6,535.0
-35.5,535.2
-35.5,535.3
-35.5,535.3
-35.4,535.2
-35.4,535.1
-35.4,535.2
-35.4,535.3
-35.5,535.3
-35.5,535.4
-35.5,535.4
-35.6,535.4
-35.6,535.2
-35.7,534.9
-35.8,534.7
-35.8,534.5
-35.6,534.5
-35.6,534.5
-35.5,534.5
-35.5,534.6
-35.6,534.5
-35.6,534.4
-35.6,534.1
-35.6,533.7
-35.6,533.3
-35.6,533.0
-35.6,532.6
-35.7,532.3
-35.7,532.0
-35.7,531.7
-35.7,531.4
-35.7,531.3
-35.7,531.2
-35.7,531.3
-35.7,531.3
-35.7,531.4
-35.6,531.5
-35.6,531.4
-35.5,530.9
-35.6,530.4
-35.5,529.8
-35.6,529.2
-35.5,529.2
-35.5,529.0
-35.5,528.5
-35.5,528.0
-35.4,527.5
-35.4,527.0
-35.3,526.6
-35.3,526.4
-35.3,526.1
-35.2,525.9
-35.2,525.7
-35.3,525.6
-35.4,525.5
-35.4,525.1
-35.4,524.6
-35.4,524.0
-35.4,523.3
-35.4,522.7
-35.4,522.2
-35.3,521.8
-35.3,521.5
-35.4,521.3
-35.3,521.2
-35.3,521.0
-35.3,520.7
-35.2,520.4
-35.2,520.1
-35.2,519.8
-35.2,519.5
-35.2,519.3
-35.2,518.9
-35.3,518.4
-35.3,518.0
-35.3,517.5
-35.3,517.1
-35.3,516.8
-35.2,516.4
-35.1,516.0
-35.0,515.6
-35.0,515.2
-35.0,514.9
-35.0,514.4
-35.0,514.2
-35.1,513.9
-35.1,513.5
-35.2,513.3
-35.2,513.0
-35.2,512.9
-35.2,512.6
-35.2,512.2
-35.2,511.8
-35.3,511.3
-35.4,511.0
-35.4,510.8
-35.5,510.5
-35.4,510.2
-35.3,509.9
-35.2,509.5
-35.1,509.3
-35.1,509.1
-35.1,509.0
-35.1,508.8
-35.2,508.7
-35.3,508.5
-35.4,508.2
-35.5,508.0
-35.6,507.9
-35.5,507.8
-35.4,507.8
-35.4,507.8
-35.4,507.8
-35.3,507.9
-35.4,507.8
-35.2,507.7
-35.2,507.6
-35.2,507.5
-35.2,507.4
-35.1,507.4
-35.2,507.3
-35.0,507.4
-35.1,507.5
-35.2,507.6
-35.2,507.7
-35.4,507.8
-35.4,507.8
-35.4,507.9
-35.5,507.9
-35.4,508.0
-35.5,508.0
-35.5,508.0
-35.5,508.1
-35.5,508.3
-35.4,508.4
-35.4,508.6
-35.4,508.8
-35.4,509.0
-35.2,509.2
-35.1,509.4
-34.9,509.6
-34.8,509.6
-34.8,509.6
-35.0,509.8
-35.1,510.0
-35.2,510.3
-35.2,510.6
-35.2,510.9
-35.1,511.1
-35.0,511.4
-35.0,511.7
-34.9,511.9
-34.9,512.1
-35.0,512.1
-35.1,512.4
-35.1,512.7
-35.2,513.2
-35.3,513.6
-35.3,513.9
-35.4,514.1
-35.4,514.2
-35.4,514.4
-35.4,514.6
-35.4,514.8
-35.3,515.1
-35.2,515.3
-35.2,515.6
-35.1,516.0
-35.1,516.2
-35.1,516.6
-35.1,516.9
-35.2,517.2
-35.3,517.5
-35.3,517.9
-35.3,518.2
-35.3,518.6
-35.3,518.9
-35.3,519.2
-35.2,519.6
-35.2,520.0
-35.2,520.4
-35.0,520.7
-34.9,521.0
-34.8,521.5
-34.6,521.9
-34.6,522.4
-34.5,522.6
-34.5,522.9
-34.5,522.9
-34.6,523.3
-34.7,523.7
-34.8,523.9
-34.9,524.5
-34.9,524.9
-34.9,525.2
-34.9,525.7
-34.9,526.1
-35.0,526.4
-35.0,526.8
-35.0,527.0
-35.0,527.3
-35.0,527.5
-35.0,527.8
-35.0,528.1
-35.0,528.3
-35.0,528.5
-35.0,528.6
-35.0,528.8
-35.0,529.0
-35.0,529.2
-35.0,529.3
-35.1,529.5
-35.1,529.7
-35.2,529.8
-35.2,530.2
-35.2,530.5
-35.2,530.8
-35.1,531.4
-34.9,531.7
-34.8,532.0
-34.6,532.2
-34.6,532.2
-34.6,532.2
-34.6,532.3
-34.8,532.3
-34.9,532.2
-35.0,532.2
-35.1,532.1
-35.1,532.1
-35.1,532.0
-35.1,531.9
-35.0,531.8
-35.0,531.8
-34.9,531.8
-34.8,531.8
-34.8,531.8
-34.7,531.8
-34.8,531.9
-34.8,532.1
-34.8,532.1
-35.0,532.1
-35.0,532.0
-35.0,532.0
-35.1,532.0
-35.0,532.0
-34.9,532.1
-35.0,532.0
-34.9,532.0
-34.9,532.0
-34.9,532.0
-34.7,531.9
-34.7,531.6
-34.7,531.2
-34.6,530.8
-34.6,530.5
-34.5,530.4
-34.5,530.3
-34.5,530.3
-34.6,530.2
-34.5,530.0
-34.6,529.8
-34.7,529.5
-34.7,529.3
-34.8,529.2
-34.8,529.0
-34.7,528.7
-34.6,528.4
-34.5,528.1
-34.5,527.7
-34.6,527.2
-34.8,526.9
-34.9,526.5
-35.0,526.1
-35.0,526.1
-35.0,526.0
-35.0,525.9
-34.8,525.7
-34.7,525.5
-34.7,525.3
-34.6,525.1
-34.6,525.0
-34.6,524.6
-34.6,524.3
-34.6,523.9
-34.7,523.4
-34.7,523.2
-34.7,523.0
-34.7,522.8
-34.7,522.4
-34.7,522.0
-34.8,521.4
-34.8,520.8
-34.8,520.4
-34.8,520.1
-34.8,520.1
-34.8,520.0
-34.7,519.9
-34.7,519.8
-34.6,519.7
-34.6,519.4
-34.6,519.1
-34.7,518.8
-34.7,518.5
-34.8,518.4
-34.8,518.2
-34.8,517.9
-34.8,517.4
-34.7,517.0
-34.7,516.7
-34.7,516.4
-34.6,516.2
-34.6,515.9
-34.6,515.8
-34.6,515.6
-34.7,515.4
-34.6,515.3
-34.5,515.1
-34.5,514.9
-34.5,514.7
-34.5,514.5
-34.6,514.2
-34.7,514.0
-34.8,513.8
-34.9,513.6
-34.9,513.6
-34.7,513.6
-34.7,513.6
-34.7,513.6
-34.7,513.7
-34.9,513.8
-35.0,513.7
-35.0,513.7
-35.0,513.5
-35.0,513.3
-34.9,513.2
-34.9,513.1
-34.9,513.0
-34.9,513.0
-34.9,512.9
-34.9,512.9
-34.7,512.8
-34.5,512.8
-34.4,512.8
-34.2,512.8
-34.2,512.8
-34.3,512.8
-34.4,512.8
-34.6,512.8
-34.8,512.8
-34.8,512.8
-34.8,512.8
-34.8,512.8
-34.8,512.8
-34.8,512.8
-34.8,512.9
-34.8,513.0
-34.8,513.2
-34.8,513.3
-34.8,513.4
-34.6,513.6
-34.6,513.6
-34.5,513.7
-34.4,513.7
-34.4,513.8
-34.5,513.8
-34.5,513.9
-34.7,514.0
-34.7,514.2
-34.7,514.3
-34.8,514.3
-34.8,514.5
-34.8,514.7
-34.7,515.0
-34.6,515.4
-34.5,515.7
-34.5,515.9
-34.5,516.0
-34.5,516.0
-34.4,516.0
-34.4,516.2
-34.5,516.4
-34.6,516.7
-34.7,516.9
-34.7,517.1
-34.8,517.3
-34.8,517.3
-34.8,517.5
-34.8,517.6
-34.8,518.1
-34.9,518.7
-35.0,519.2
-35.0,519.8
-35.0,519.9
-34.9,520.0
-34.9,520.1
-34.8,520.3
-34.8,520.8
-34.8,521.3
-34.9,521.7
-34.9,522.1
-34.9,522.1
-34.9,522.3
-34.9,522.6
-34.9,523.0
-34.9,523.4
-34.8,523.7
-34.7,524.3
-34.8,524.7
-34.8,525.1
-34.7,525.6
-34.6,525.6
-34.5,525.7
-34.4,525.7
-34.4,525.8
-34.4,525.9
-34.4,526.1
-34.3,526.2
-34.3,526.4
-34.3,526.7
-34.3,527.0
-34.3,527.3
-34.2,527.7
-34.1,527.9
-34.0,528.1
-33.9,528.7
-33.8,529.2
-33.8,529.6
-34.0,530.1
-34.2,530.1
-34.4,530.1
-34.6,530.1
-34.6,530.1
-34.6,530.1
-34.6,530.1
-34.5,530.1
-34.5,530.1
-34.4,530.4
-34.4,530.8
-34.4,531.1
-34.5,531.4
-34.6,531.4
-34.6,531.4
-34.6,531.4
-34.7,531.4
-34.7,531.3
-34.7,531.2
-34.7,531.1
-34.7,531.1
-34.7,531.0
-34.7,530.9
-34.7,530.8
-34.7,530.8
-34.7,530.7
-34.7,530.6
-34.7,530.6
-34.6,530.4
-34.6,530.3
-34.5,530.2
-34.4,530.1
-34.3,530.1
-34.3,530.1
-34.3,530.1
-34.4,530.1
-34.4,530.1
-34.4,530.1
-34.6,530.1
-34.7,530.1
-34.9,530.1
-35.0,530.0
-35.0,529.8
-35.0,529.6
-34.9,529.4
-34.8,529.2
-34.8,529.2
-34.8,529.0
-34.8,528.8
-34.8,528.6
-34.9,528.4
-34.9,528.5
-35.0,528.5
-35.0,528.5
-35.0,528.5
-35.0,528.5
-35.1,528.4
-35.0,528.3
-35.0,528.1
-35.0,527.9
-35.0,527.6
-35.0,527.3
-35.0,526.7
-35.1,526.2
-35.1,525.7
-35.1,525.2
-35.3,525.2
-35.4,525.0
-35.5,524.6
-35.7,524.3
-35.5,523.8
-35.6,523.5
-35.6,523.4
-35.6,523.3
-35.8,523.2
-35.9,522.8
-36.0,522.5
-36.3,522.3
-36.4,522.0
-36.5,522.0
-36.5,522.0
-36.6,521.8
-36.7,521.8
-36.7,521.5
-36.6,521.0
-36.6,520.8
-36.5,520.3
-36.4,520.1
-36.5,519.9
-36.5,519.7
-36.6,519.5
-36.6,519.3
-36.6,519.3
-36.7,519.2
-36.7,519.0
-36.8,518.9
-36.9,518.7
-37.0,518.4
-37.0,518.2
-37.1,517.9
-37.1,517.7
-37.2,517.6
-37.3,517.5
-37.4,517.3
-37.5,517.2
-37.6,517.0
-37.6,516.9
-37.7,516.8
-37.8,516.6
-37.8,516.4
-37.8,516.2
-37.9,516.1
-37.7,516.0
-38.0,515.7
-38.2,515.5
-38.4,515.3
-38.6,515.1
-38.7,515.1
-38.8,515.0
-38.8,514.9
-38.8,514.9
-38.8,514.9
-38.8,514.8
-38.8,514.8
-38.7,514.8
-38.7,514.8
-39.0,514.8
-39.2,514.8
-39.4,514.8
-39.6,514.7
-39.6,514.6
-39.7,514.5
-39.7,514.4
-39.7,514.2
-39.8,514.2
-39.9,514.2
-40.1,514.2
-40.2,514.3
-40.3,514.4
-40.4,514.4
-40.5,514.5
-40.5,514.5
-40.6,514.6
-40.6,514.6
-40.6,514.8
-40.7,514.9
-40.9,514.8
-41.0,515.0
-41.3,515.0
-41.3,515.0
-41.4,515.0
-41.5,515.0
-41.5,515.0
-41.5,515.0
-41.5,514.9
-41.6,514.7
-41.7,514.7
-41.9,514.8
-42.3,514.9
-42.6,515.1
-42.9,515.3
-43.0,515.5
-43.1,515.6
-43.1,515.8
-43.1,515.8
-43.1,515.8
-43.3,515.8
-43.4,516.0
-43.6,516.4
-43.8,516.7
-43.8,517.3
-43.9,517.6
-44.0,517.8
-44.2,518.0
-44.4,518.1
-44.6,518.2
-44.7,518.3
-44.9,518.4
-45.1,518.6
-45.2,518.8
-45.5,519.1
-45.8,519.5
-46.0,519.9
-46.4,520.2
-46.7,520.5
-46.9,520.7
-47.1,520.8
-47.5,520.9
-47.7,521.0
-48.0,521.0
-48.4,521.1
-48.6,521.3
-48.9,521.5
-49.3,521.6
-49.6,521.7
-49.8,521.8
-50.0,521.7
-50.1,521.7
-50.3,521.7
-50.5,521.9
-50.8,522.2
-51.1,522.6
-51.4,523.0
-51.9,523.4
-52.3,523.8
-52.7,524.1
-53.0,524.3
-53.2,524.5
-53.4,524.5
-53.8,524.5
-54.2,524.6
-54.8,524.6
-55.2,524.5
-55.8,524.5
-56.2,524.5
-56.5,524.6
-56.9,524.8
-57.1,524.9
-57.3,525.3
-57.5,525.7
-58.0,526.0
-58.4,526.3
-59.0,526.4
-59.6,526.5
-59.9,526.5
-60.3,526.6
-60.5,526.7
-60.8,526.7
-61.2,526.7
-61.7,526.6
-62.3,526.6
-62.8,526.6
-63.2,526.6
-63.4,526.6
-63.6,526.6
-64.0,526.7
-64.5,526.8
-65.2,526.9
-65.9,527.1
-66.4,527.3
-66.8,527.4
-67.4,527.5
-67.8,527.3
-68.3,527.1
-68.9,527.0
-69.4,527.0
-69.8,527.0
-70.1,527.0
-70.4,526.8
-70.9,526.7
-71.6,526.7
-72.2,526.5
-72.7,526.3
-73.3,526.1
-73.7,525.9
-74.1,525.9
-74.6,526.1
-75.1,526.1
-75.7,526.1
-76.4,526.1
-77.1,526.1
-77.6,526.0
-78.1,525.7
-78.7,525.4
-79.1,525.2
-79.7,524.9
-80.4,524.6
-81.2,524.4
-81.9,524.0
-82.5,523.8
-82.8,523.7
-83.1,523.6
-83.6,523.5
-84.0,523.3
-84.8,523.0
-85.5,522.6
-86.0,522.0
-86.6,521.6
-87.1,521.3
-87.6,520.9
-88.2,520.8
-88.9,520.6
-89.3,520.6
-89.8,520.5
-90.4,520.3
-91.1,520.1
-91.7,519.7
-92.6,519.4
-93.3,519.2
-94.0,519.0
-94.7,519.0
-95.2,518.9
-96.0,518.3
-96.7,517.8
-97.4,517.3
-98.2,516.8
-98.7,516.6
-99.1,516.2
-99.7,515.8
-100.2,515.4
-100.9,515.2
-101.7,515.0
-102.5,514.6
-103.4,514.3
-104.2,514.0
-104.8,513.5
-105.4,513.0
-105.8,512.5
-106.1,512.0
-106.7,511.6
-107.5,511.4
-108.5,511.2
-109.4,510.6
-110.0,510.2
-110.4,509.8
-110.8,509.4
-111.5,509.1
-112.2,508.8
-112.9,508.5
-113.5,508.0
-114.0,507.6
-114.7,507.2
-115.4,506.8
-116.3,506.5
-117.1,506.2
-117.8,505.8
-118.5,505.2
-119.2,504.7
-120.0,504.3
-120.6,503.8
-121.3,503.6
-121.8,503.2
-122.4,502.8
-123.1,502.4
-124.1,502.0
-125.0,501.7
-126.1,501.5
-127.2,501.1
-128.0,500.7
-128.8,500.0
-129.1,499.3
-129.7,498.9
-130.3,498.6
-131.1,498.5
-132.2,498.2
-133.2,497.8
-134.0,497.3
-134.6,497.0
-135.1,496.5
-135.7,496.1
-136.4,495.8
-137.3,495.5
-138.3,495.2
-139.3,494.8
-140.1,494.4
-141.0,494.0
-141.8,493.4
-142.6,492.9
-143.6,492.4
-144.5,491.8
-145.5,491.6
-146.5,491.2
-147.2,490.7
-147.8,490.2
-148.3,489.6
-148.9,489.2
-149.8,488.8
-150.9,488.5
-151.9,488.2
-152.8,487.7
-154.1,487.2
-155.1,486.7
-156.0,486.1
-157.0,485.7
-157.6,485.2
-158.3,484.6
-159.3,484.0
-160.0,483.3
-161.2,482.9
-162.4,482.6
-163.3,482.4
-164.5,482.0
-165.3,481.7
-166.0,481.3
-166.9,480.8
-167.9,480.5
-168.7,480.0
-169.7,479.4
-170.6,479.0
-171.3,478.6
-172.0,478.2
-172.8,477.7
-174.0,477.3
-174.9,476.7
-175.9,476.2
-176.9,475.6
-177.5,475.0
-178.6,474.5
-179.9,474.0
-181.1,473.5
-182.4,472.8
-183.4,472.2
-184.4,471.6
-185.3,470.8
-186.0,470.2
-186.8,469.6
-187.8,469.1
-189.0,468.8
-190.3,468.4
-191.4,468.2
-192.4,467.8
-193.4,467.4
-194.4,466.8
-195.6,466.1
-196.7,465.6
-197.8,464.8
-198.9,464.4
-200.0,464.0
-201.2,463.6
-202.3,462.8
-203.3,461.9
-204.6,460.9
-205.7,459.9
-206.6,459.2
-207.9,458.7
-208.7,457.8
-209.7,456.9
-211.1,456.0
-212.1,454.9
-213.0,454.2
-214.3,453.3
-215.2,452.5
-216.2,451.8
-217.4,451.2
-218.3,450.1
-219.1,449.0
-219.9,447.8
-220.6,446.5
-221.2,446.0
-222.0,445.3
-222.6,444.8
-223.1,444.0
-223.7,443.0
-224.5,442.1
-225.2,440.9
-226.1,439.9
-226.9,438.8
-227.3,437.9
-227.7,437.0
-228.1,435.7
-228.4,434.5
-228.6,433.1
-229.1,431.5
-229.4,430.5
-229.7,429.5
-230.3,428.3
-230.8,427.2
-231.2,425.7
-231.8,424.0
-232.0,422.7
-232.2,421.6
-232.3,420.1
-232.6,419.0
-232.8,418.0
-233.0,416.2
-233.2,415.3
-233.3,414.1
-233.3,412.3
-233.4,410.9
-233.4,409.1
-233.5,406.9
-233.6,405.4
-233.6,403.7
-233.6,401.6
-233.5,400.2
-233.3,398.5
-233.2,396.5
-233.2,395.2
-233.1,393.9
-233.0,391.4
-232.9,389.6
-232.7,387.6
-232.4,384.8
-232.1,383.1
-231.8,380.8
-231.5,378.6
-231.3,377.0
-231.2,374.7
-231.1,372.5
-231.0,370.0
-230.8,367.4
-230.7,365.4
-230.5,363.6
-230.3,362.3
-230.1,360.6
-229.9,358.4
-229.7,356.4
-229.5,353.6
-229.2,351.1
-229.1,348.7
-229.0,345.6
-228.9,343.2
-228.9,340.6
-228.8,337.9
-228.8,335.5
-228.7,332.9
-228.7,330.4
-228.8,328.1
-229.0,325.5
-229.2,322.7
-229.4,320.0
-229.4,317.6
-229.5,314.9
-229.6,312.8
-229.7,310.4
-229.8,307.4
-229.8,304.7
-229.7,301.8
-229.6,298.9
-229.4,295.9
-229.2,292.6
-229.2,289.5
-229.0,286.3
-228.9,283.6
-228.9,281.1
-228.9,278.5
-229.1,275.8
-229.2,272.7
-229.2,270.0
-229.3,266.8
-229.3,264.1
-229.3,261.9
-229.3,258.5
-229.3,255.3
-229.3,252.2
-229.3,249.2
-229.4,246.5
-229.4,243.9
-229.5,240.7
-229.5,237.1
-229.5,234.3
-229.5,230.8
-229.6,228.0
-229.7,225.0
-229.8,222.6
-229.9,219.8
-229.9,217.0
-229.9,213.5
-229.9,210.0
-229.9,207.5
-229.9,204.0
-229.9,201.1
-230.0,198.0
-230.1,194.5
-230.1,192.4
-230.2,189.7
-230.3,186.6
-230.4,184.4
-230.5,181.1
-230.5,177.4
-230.5,174.5
-230.5,170.7
-230.4,167.0
-230.4,164.4
-230.3,161.4
-230.3,158.2
-230.3,155.8
-230.3,153.0
-230.3,149.7
-230.3,146.7
-230.4,143.4
-230.4,139.9
-230.4,137.3
-230.3,135.1
-230.2,132.0
-230.2,129.9
-230.2,127.2
-230.2,123.4
-230.2,120.8
-230.2,117.5
-230.2,113.7
-230.2,110.9
-230.2,108.3
-230.2,105.9
-230.2,103.3
-230.1,100.9
-230.0,97.2
-230.0,93.6
-229.9,91.2
-229.8,89.1
-229.8,86.8
-229.7,84.7
-229.7,81.9
-229.7,78.5
-229.6,76.0
-229.7,73.0
-229.7,70.2
-229.6,67.0
-229.5,64.6
-229.5,61.8
-229.4,59.4
-229.4,56.4
-229.5,53.3
-229.5,50.5
-229.6,48.0
-229.7,46.0
-229.7,43.8
-229.8,41.7
-229.8,38.6
-229.7,36.0
-229.9,33.5
-229.9,30.9
-229.8,29.3
-229.9,27.0
-229.9,24.7
-229.9,22.0
-229.9,19.3
-229.9,17.3
-230.0,14.8
-230.0,12.7
-230.1,10.4
-230.1,7.5
-230.1,5.9
-230.2,3.9
-230.1,1.6
-230.1,0.0
-230.1,-1.9
-230.0,-3.9
-229.9,-5.6
-229.9,-7.4
-229.8,-9.0
-229.8,-10.8
-229.8,-12.7
-229.8,-15.1
-229.8,-17.3
-229.8,-19.2
-229.8,-21.5
-229.8,-23.0
-229.8,-25.0
-229.8,-26.9
-229.8,-28.4
-229.9,-30.4
-229.9,-32.4
-230.0,-34.2
-230.0,-35.9
-230.1,-37.6
-230.2,-38.9
-230.3,-40.2
-230.3,-42.2
-230.3,-43.6
-230.2,-45.0
-230.2,-46.4
-230.1,-47.2
-230.0,-48.6
-230.0,-49.9
-230.1,-51.8
-230.1,-53.5
-230.2,-54.7
-230.2,-56.5
-230.3,-57.9
-230.3,-59.4
-230.3,-60.7
-230.2,-61.9
-230.2,-62.9
-230.2,-64.0
-230.2,-65.5
-230.3,-66.6
-230.4,-68.1
-230.4,-69.3
-230.4,-70.1
-230.5,-71.2
-230.6,-72.5
-230.7,-73.7
-230.8,-75.2
-230.9,-76.6
-230.9,-77.6
-230.9,-78.7
-230.9,-79.8
-230.8,-80.7
-230.7,-81.5
-230.6,-82.4
-230.5,-83.2
-230.5,-84.1
-230.6,-85.3
-230.7,-86.6
-230.8,-87.7
-230.9,-88.5
-231.0,-89.1
-231.1,-89.7
-231.2,-90.5
-231.0,-91.2
-230.9,-92.0
-230.9,-92.5
-230.8,-92.8
-230.9,-93.2
-231.0,-93.5
-230.9,-94.2
-231.0,-94.8
-231.0,-95.6
-231.0,-96.2
-231.0,-96.4
-231.0,-96.8
-230.9,-97.0
-230.9,-97.1
-230.9,-97.2
-230.9,-97.2
-230.9,-97.2
-231.0,-97.1
-231.1,-96.9
-231.1,-96.8
-231.2,-96.7
-231.2,-96.6
-231.2,-96.6
-231.1,-96.6
-231.1,-96.4
-231.1,-96.3
-231.1,-96.1
-231.1,-96.0
-231.0,-95.9
-231.0,-95.7
-230.9,-95.5
-230.9,-95.2
-231.0,-94.8
-231.1,-94.5
-231.2,-94.2
-231.3,-94.0
-231.3,-93.8
-231.3,-93.5
-231.3,-93.2
-231.2,-92.9
-231.3,-92.8
-231.3,-92.8
-231.3,-92.7
-231.2,-92.7
-231.2,-92.7
-231.2,-92.6
-231.2,-92.5
-231.2,-92.4
-231.1,-92.3
-231.0,-92.3
-231.2,-92.3
-231.3,-92.3
-231.4,-92.3
-231.6,-92.3
-231.6,-92.5
-231.7,-92.7
-231.8,-92.9
-231.9,-93.1
-231.9,-93.2
-231.8,-93.4
-231.7,-93.6
-231.6,-93.7
-231.5,-94.2
-231.5,-94.7
-231.4,-95.2
-231.4,-95.9
-231.4,-96.3
-231.3,-96.6
-231.3,-97.0
-231.2,-97.3
-231.2,-97.4
-231.2,-97.9
-231.2,-98.4
-231.2,-99.0
-231.3,-99.6
-231.4,-100.0
-231.5,-100.4
-231.6,-100.6
-231.6,-100.7
-231.6,-100.7
-231.6,-100.7
-231.5,-100.6
-231.4,-100.3
-231.4,-100.0
-231.4,-99.8
-231.5,-99.5
-231.6,-99.2
-231.6,-98.9
-231.7,-98.7
-231.8,-98.5
-231.8,-98.5
-231.6,-98.5
-231.6,-98.4
-231.5,-98.4
-231.5,-98.3
-231.6,-98.2
-231.6,-98.1
-231.6,-97.8
-231.6,-97.6
-231.6,-97.5
-231.6,-97.4
-231.6,-97.4
-231.6,-97.4
-231.7,-97.4
-231.8,-97.4
-232.0,-97.3
-232.0,-97.1
-232.0,-97.0
-232.0,-96.8
-231.9,-96.8
-231.9,-96.8
-231.8,-96.8
-231.8,-97.0
-231.8,-97.2
-231.8,-97.3
-231.7,-97.3
-231.6,-97.2
-231.6,-97.1
-231.7,-97.1
-231.8,-97.1
-232.0,-97.2
-232.1,-97.3
-232.1,-97.3
-232.1,-97.4
-232.0,-97.4
-231.8,-97.5
-231.5,-97.5
-231.3,-97.6
-231.4,-97.6
-231.4,-97.7
-231.5,-97.7
-231.6,-97.8
-231.6,-97.8
-231.7,-97.8
-231.8,-97.8
-231.8,-97.9
-231.8,-97.9
-231.8,-98.0
-231.8,-98.0
-231.8,-98.1
-231.8,-98.1
-231.8,-98.0
-231.8,-98.0
-231.8,-97.9
-231.8,-97.9
-231.8,-97.8
-231.8,-97.7
-231.8,-97.4
-231.9,-97.2
-232.0,-97.0
-232.1,-96.8
-232.1,-96.8
-232.1,-96.8
-232.2,-96.8
-232.3,-96.8
-232.3,-96.8
-232.3,-96.8
-232.3,-96.7
-232.3,-96.6
-232.2,-96.6
-232.0,-96.5
-231.8,-96.5
-231.6,-96.4
-231.5,-96.3
-231.5,-96.2
-231.6,-96.2
-231.7,-96.2
-231.8,-96.2
-231.9,-96.2
-232.0,-96.3
-232.1,-96.5
-232.2,-96.8
-232.3,-97.0
-232.3,-97.3
-232.3,-97.5
-232.3,-97.7
-232.3,-98.1
-232.4,-98.4
-232.4,-98.4
-232.5,-98.4
-232.6,-98.4
-232.8,-98.4
-232.9,-98.4
-232.9,-98.3
-232.7,-98.1
-232.5,-98.0
