Festo,DST
-230.6,-99.4
-230.6,-99.7
-230.6,-99.9
-230.6,-100.0
-230.7,-100.0
-230.8,-100.0
-230.9,-100.0
-230.9,-99.9
-230.8,-99.7
-230.8,-99.6
-230.7,-99.6
-230.7,-99.6
-230.8,-99.9
-230.9,-99.9
-230.9,-99.9
-231.0,-99.8
-231.0,-99.9
-231.0,-100.0
-231.1,-100.0
-231.0,-100.0
-230.8,-99.9
-230.8,-99.8
-230.8,-99.7
-230.8,-99.5
-230.9,-99.4
-230.8,-99.3
-230.7,-99.4
-230.7,-99.4
-230.6,-99.5
-230.6,-99.6
-230.5,-99.8
-230.5,-99.9
-230.5,-100.0
-230.5,-100.0
-230.6,-100.0
-230.7,-99.9
-230.6,-99.9
-230.6,-99.7
-230.6,-99.6
-230.7,-99.5
-230.7,-99.3
-230.7,-99.3
-230.7,-99.2
-230.7,-99.1
-230.7,-99.0
-230.7,-99.0
-230.7,-98.9
-230.7,-98.8
-230.7,-98.8
-230.8,-98.8
-230.8,-98.8
-230.7,-98.8
-230.7,-98.9
-230.6,-99.0
-230.6,-99.1
-230.6,-99.4
-230.6,-99.6
-230.7,-99.6
-230.7,-99.5
-230.7,-99.3
-230.7,-99.1
-230.7,-98.9
-230.7,-98.9
-230.6,-98.8
-230.6,-98.9
-230.5,-99.0
-230.4,-99.1
-230.4,-99.2
-230.4,-99.3
-230.5,-99.4
-230.6,-99.6
-230.6,-99.6
-230.7,-99.6
-230.6,-99.3
-230.7,-99.3
-230.7,-99.5
-230.6,-99.6
-230.8,-99.8
-230.8,-99.8
-230.7,-99.8
-230.8,-99.8
-230.6,-99.9
-230.4,-99.9
-230.4,-100.0
-230.4,-100.2
-230.4,-100.2
-230.4,-100.2
-230.5,-100.1
-230.5,-99.9
-230.5,-99.9
-230.5,-99.8
-230.4,-99.8
-230.3,-99.9
-230.4,-100.0
-230.5,-100.0
-230.5,-100.0
-230.6,-99.9
-230.5,-99.8
-230.6,-99.6
-230.6,-99.3
-230.6,-99.0
-230.6,-98.7
-230.6,-98.6
-230.6,-98.6
-230.6,-98.6
-230.5,-98.7
-230.4,-98.7
-230.3,-98.8
-230.3,-98.8
-230.3,-98.8
-230.5,-98.9
-230.6,-98.9
-230.6,-99.0
-230.8,-99.0
-230.8,-99.0
-230.8,-99.0
-230.9,-98.9
-230.9,-98.9
-230.8,-98.8
-230.8,-98.6
-230.7,-98.5
-230.6,-98.4
-230.8,-98.2
-231.0,-98.1
-231.1,-98.1
-231.3,-98.1
-231.3,-98.1
-231.3,-98.2
-231.2,-98.2
-231.2,-98.3
-231.0,-98.4
-230.9,-98.6
-230.8,-98.8
-230.7,-99.0
-230.6,-99.1
-230.6,-99.2
-230.5,-99.2
-230.5,-99.2
-230.5,-99.2
-230.5,-99.1
-230.7,-99.1
-230.8,-99.1
-230.8,-99.1
-230.9,-99.4
-230.9,-99.4
-230.9,-99.5
-230.9,-99.6
-230.8,-99.5
-230.6,-99.6
-230.5,-99.4
-230.3,-99.2
-230.3,-99.1
-230.3,-98.8
-230.3,-98.7
-230.3,-98.7
-230.4,-98.8
-230.5,-98.9
-230.5,-99.0
-230.5,-99.0
-230.4,-99.1
-230.4,-99.2
-230.3,-99.2
-230.2,-99.2
-230.0,-99.2
-229.9,-99.2
-229.9,-99.3
-229.9,-99.1
-229.8,-98.9
-229.8,-98.7
-229.7,-98.5
-229.5,-98.5
-229.4,-98.5
-229.2,-98.5
-229.2,-98.6
-229.1,-98.7
-229.0,-98.8
-228.9,-98.9
-228.8,-99.0
-228.6,-99.0
-228.5,-99.0
-228.5,-99.0
-228.5,-98.9
-228.5,-98.9
-228.5,-98.8
-228.5,-98.9
-228.5,-98.9
-228.4,-98.9
-228.2,-98.9
-227.9,-99.0
-227.7,-98.8
-227.5,-98.6
-227.4,-98.4
-227.3,-98.1
-227.2,-98.0
-227.0,-97.9
-226.9,-97.8
-226.8,-97.7
-226.7,-97.6
-226.6,-97.7
-226.4,-97.9
-226.2,-98.1
-225.9,-98.1
-225.6,-98.1
-225.3,-98.1
-225.2,-98.0
-225.1,-98.0
-224.9,-97.9
-224.9,-97.9
-224.7,-97.8
-224.6,-97.8
-224.5,-97.8
-224.3,-97.8
-224.2,-97.8
-224.0,-97.8
-223.7,-97.7
-223.4,-97.7
-223.1,-97.7
-222.9,-97.7
-222.8,-97.7
-222.6,-97.7
-222.5,-97.7
-222.4,-97.7
-222.3,-97.7
-222.3,-97.7
-222.2,-97.6
-221.9,-97.7
-221.6,-97.6
-221.3,-97.6
-221.1,-97.8
-220.9,-97.8
-220.8,-98.0
-220.8,-98.2
-220.8,-98.2
-220.8,-98.2
-220.7,-98.2
-220.6,-98.1
-220.4,-98.1
-220.1,-98.0
-219.8,-98.0
-219.5,-98.0
-219.2,-98.0
-219.1,-98.0
-219.1,-98.0
-219.0,-98.0
-219.0,-98.0
-218.9,-98.0
-218.8,-98.0
-218.6,-98.1
-218.3,-98.0
-218.0,-98.2
-217.7,-98.3
-217.4,-98.4
-217.2,-98.6
-217.0,-98.7
-216.9,-98.7
-216.8,-98.7
-216.8,-98.8
-216.6,-98.9
-216.4,-99.0
-216.1,-99.1
-215.8,-99.3
-215.6,-99.5
-215.4,-99.8
-215.2,-99.9
-214.9,-99.9
-214.6,-99.9
-214.4,-100.0
-214.1,-100.0
-214.0,-100.1
-214.0,-100.2
-213.9,-100.2
-213.8,-100.3
-213.7,-100.4
-213.4,-100.5
-213.2,-100.7
-213.1,-100.8
-212.8,-100.8
-212.6,-100.8
-212.4,-100.8
-212.2,-100.7
-212.1,-100.7
-212.0,-100.7
-211.8,-100.7
-211.4,-100.7
-211.2,-100.8
-210.8,-100.8
-210.5,-100.9
-210.2,-100.9
-210.0,-100.9
-209.8,-100.8
-209.6,-100.5
-209.5,-100.2
-209.4,-99.9
-209.2,-99.5
-209.0,-99.4
-208.6,-99.4
-208.3,-99.4
-208.0,-99.5
-207.8,-99.5
-207.6,-99.4
-207.5,-99.4
-207.3,-99.4
-207.2,-99.4
-206.9,-99.4
-206.6,-99.4
-206.2,-99.4
-205.9,-99.3
-205.7,-99.2
-205.4,-99.1
-205.2,-99.0
-204.9,-98.9
-204.6,-98.8
-204.3,-98.7
-204.0,-98.6
-203.8,-98.5
-203.6,-98.5
-203.4,-98.6
-203.2,-98.6
-202.9,-98.6
-202.4,-98.7
-202.1,-98.8
-201.8,-98.8
-201.4,-98.8
-201.4,-98.8
-201.2,-98.8
-201.0,-98.8
-200.8,-98.9
-200.5,-98.9
-200.2,-99.0
-199.8,-99.0
-199.5,-99.0
-199.2,-99.1
-198.7,-98.9
-198.4,-99.0
-198.0,-99.0
-197.5,-99.0
-197.4,-99.0
-197.2,-99.1
-197.0,-99.2
-196.9,-99.4
-196.7,-99.5
-196.5,-99.6
-196.4,-99.6
-196.1,-99.6
-196.0,-99.5
-195.8,-99.3
-195.5,-99.2
-195.2,-99.1
-194.9,-99.1
-194.5,-99.2
-194.1,-99.2
-193.8,-99.3
-193.5,-99.3
-193.2,-99.3
-192.9,-99.3
-192.6,-99.3
-192.4,-99.3
-192.2,-99.5
-191.8,-99.5
-191.5,-99.7
-191.1,-99.9
-190.8,-100.0
-190.4,-100.2
-189.8,-100.2
-189.4,-100.1
-189.0,-100.1
-188.7,-100.1
-188.6,-100.0
-188.3,-100.2
-188.0,-100.2
-187.6,-100.3
-187.0,-100.5
-186.3,-100.5
-185.8,-100.7
-185.2,-100.8
-185.0,-100.9
-184.9,-101.1
-184.8,-101.1
-184.6,-101.1
-184.0,-101.0
-183.4,-101.0
-182.7,-101.0
-182.2,-101.0
-182.0,-101.1
-181.7,-101.2
-181.4,-101.3
-181.2,-101.3
-180.7,-101.3
-180.5,-101.4
-180.1,-101.4
-179.8,-101.5
-179.4,-101.5
-179.0,-101.5
-178.6,-101.5
-178.2,-101.5
-177.8,-101.5
-177.5,-101.5
-177.1,-101.6
-176.7,-101.6
-176.4,-101.6
-176.0,-101.6
-175.6,-101.6
-175.1,-101.4
-174.7,-101.3
-174.3,-101.2
-173.9,-101.1
-173.3,-101.1
-172.8,-101.0
-172.4,-101.0
-172.0,-101.0
-171.7,-100.9
-171.4,-100.9
-171.0,-100.7
-170.5,-100.6
-169.9,-100.5
-169.4,-100.4
-168.9,-100.4
-168.6,-100.3
-168.5,-100.3
-168.3,-100.3
-167.9,-100.3
-167.3,-100.2
-166.7,-100.1
-166.1,-100.0
-165.7,-99.9
-165.3,-99.9
-165.0,-100.1
-164.5,-100.1
-164.0,-100.1
-163.6,-100.1
-163.2,-99.9
-162.8,-99.7
-162.3,-99.5
-161.8,-99.3
-161.3,-99.3
-161.0,-99.2
-160.5,-99.2
-160.1,-99.2
-159.5,-99.2
-159.0,-99.2
-158.5,-99.2
-158.0,-99.2
-157.6,-99.2
-157.1,-99.2
-156.4,-99.1
-155.8,-99.1
-155.3,-98.8
-154.7,-98.5
-154.3,-98.3
-153.9,-98.1
-153.5,-98.2
-153.0,-98.3
-152.4,-98.4
-151.9,-98.5
-151.5,-98.6
-150.9,-98.6
-150.5,-98.7
-150.0,-98.7
-149.3,-98.7
-148.8,-98.7
-148.4,-98.7
-147.9,-98.8
-147.4,-99.0
-147.1,-99.1
-146.7,-99.3
-146.0,-99.1
-145.6,-99.0
-145.0,-98.9
-144.5,-98.8
-144.2,-98.8
-144.0,-99.0
-143.6,-99.1
-143.2,-99.2
-142.8,-99.4
-142.2,-99.4
-141.7,-99.4
-141.0,-99.5
-140.2,-99.4
-139.4,-99.5
-138.8,-99.4
-138.3,-99.2
-137.9,-99.2
-137.7,-99.2
-137.3,-99.1
-136.8,-99.2
-136.2,-99.2
-135.6,-99.3
-134.9,-99.4
-134.3,-99.4
-133.9,-99.3
-133.4,-99.3
-133.2,-99.2
-132.7,-99.1
-132.3,-99.1
-131.5,-98.9
-130.6,-98.7
-129.8,-98.5
-129.1,-98.2
-128.9,-98.1
-128.5,-98.1
-128.0,-98.0
-127.4,-98.1
-126.8,-98.3
-126.3,-98.5
-125.8,-98.7
-125.3,-98.8
-124.7,-98.6
-124.3,-98.5
-123.8,-98.3
-123.2,-98.2
-122.5,-98.3
-122.0,-98.3
-121.4,-98.3
-121.0,-98.3
-120.6,-98.3
-120.0,-98.3
-119.5,-98.3
-118.9,-98.3
-118.3,-98.3
-117.7,-98.3
-117.1,-98.3
-116.7,-98.3
-116.2,-98.3
-115.7,-98.3
-115.2,-98.3
-114.6,-98.3
-114.0,-98.3
-113.3,-98.3
-112.5,-98.3
-111.9,-98.3
-111.4,-98.3
-111.0,-98.4
-110.6,-98.2
-110.0,-98.1
-109.5,-97.8
-108.7,-97.8
-107.9,-97.8
-107.3,-97.7
-106.6,-97.8
-106.2,-97.7
-105.8,-97.6
-105.5,-97.7
-104.9,-97.5
-104.2,-97.2
-103.4,-97.0
-102.6,-96.6
-102.1,-96.4
-101.6,-96.2
-101.2,-95.9
-100.6,-95.5
-100.0,-95.3
-99.2,-95.2
-98.4,-95.0
-97.9,-94.8
-97.2,-94.4
-96.8,-94.0
-96.4,-93.7
-95.8,-93.5
-95.2,-93.3
-94.5,-93.2
-93.8,-93.1
-93.3,-92.9
-92.5,-92.7
-92.0,-92.4
-91.4,-92.0
-90.7,-91.7
-90.3,-91.3
-89.7,-90.7
-89.2,-90.2
-88.5,-89.8
-87.7,-89.2
-87.1,-89.0
-86.5,-88.7
-85.7,-88.0
-85.0,-87.1
-84.2,-86.1
-83.6,-85.1
-83.3,-84.5
-82.9,-83.8
-82.4,-83.2
-81.6,-82.3
-80.7,-81.2
-79.9,-80.5
-79.0,-79.2
-78.1,-78.2
-77.5,-77.4
-76.8,-76.6
-76.3,-76.0
-75.9,-75.2
-75.2,-74.1
-74.3,-72.9
-73.3,-71.9
-72.5,-70.9
-71.8,-70.0
-71.3,-68.8
-70.8,-67.8
-70.2,-66.6
-69.7,-65.5
-69.2,-64.2
-68.6,-62.7
-67.8,-61.3
-67.0,-60.0
-66.4,-58.6
-65.7,-57.4
-65.0,-56.3
-64.0,-54.4
-63.1,-52.9
-62.5,-51.6
-62.0,-49.7
-61.7,-48.3
-61.3,-46.6
-60.5,-44.5
-59.8,-42.9
-58.9,-41.5
-57.8,-39.6
-57.1,-37.8
-56.4,-36.0
-55.9,-33.5
-55.4,-31.6
-54.8,-29.5
-54.2,-27.2
-53.3,-25.5
-52.4,-23.9
-51.6,-21.4
-50.7,-19.4
-49.8,-17.1
-49.2,-14.3
-48.6,-12.2
-48.1,-10.0
-47.8,-7.7
-47.4,-5.3
-46.6,-2.9
-45.8,0.0
-44.8,2.3
-43.8,5.0
-43.2,7.7
-42.5,10.4
-42.0,13.4
-41.7,16.4
-41.2,19.3
-40.6,22.5
-39.9,25.2
-39.3,28.2
-38.8,31.4
-38.3,34.1
-37.7,37.2
-37.2,40.4
-36.8,43.7
-36.4,47.0
-35.9,50.2
-35.4,53.4
-34.9,56.2
-34.4,59.8
-34.0,63.8
-33.6,66.9
-33.2,71.1
-32.9,74.8
-32.7,78.0
-32.5,82.1
-32.2,85.6
-32.0,89.4
-31.8,93.4
-31.7,96.6
-31.6,100.5
-31.6,103.8
-31.6,107.7
-31.6,111.8
-31.6,115.5
-31.7,119.9
-31.7,123.9
-31.8,127.7
-31.9,131.6
-31.9,135.9
-31.9,139.6
-32.0,144.7
-32.0,149.0
-32.1,152.1
-32.2,156.6
-32.2,160.7
-32.2,165.2
-32.2,170.6
-32.2,175.2
-32.3,179.3
-32.6,183.5
-32.8,187.7
-33.0,191.6
-33.2,196.2
-33.3,200.5
-33.4,204.7
-33.6,210.1
-33.7,214.8
-33.9,219.3
-34.3,224.6
-34.5,228.4
-34.7,232.5
-34.9,237.0
-35.0,241.0
-35.1,245.3
-35.1,250.7
-35.3,255.5
-35.4,260.0
-35.8,264.9
-36.0,268.9
-36.2,273.0
-36.5,277.3
-36.6,281.8
-36.7,286.2
-36.8,291.3
-37.0,296.2
-37.3,300.9
-37.6,305.4
-37.8,309.9
-37.9,314.4
-38.0,319.8
-38.1,324.6
-38.2,329.3
-38.3,334.2
-38.2,338.1
-38.2,342.7
-38.2,347.1
-38.1,351.4
-38.2,356.1
-38.4,360.9
-38.5,365.5
-38.7,369.9
-38.7,374.2
-38.7,378.4
-38.8,382.9
-38.8,387.4
-38.7,391.7
-38.6,395.9
-38.6,400.1
-38.6,404.2
-38.6,408.7
-38.6,413.0
-38.5,417.0
-38.5,421.0
-38.5,424.7
-38.4,427.7
-38.2,431.6
-38.2,435.5
-38.0,438.8
-37.9,443.0
-37.9,446.6
-37.8,449.7
-37.8,453.9
-37.9,458.3
-37.9,462.0
-37.9,465.9
-37.9,469.5
-37.9,472.2
-37.8,475.4
-37.8,478.9
-37.7,481.7
-37.6,484.7
-37.6,487.0
-37.5,489.8
-37.5,492.9
-37.5,496.3
-37.4,500.1
-37.5,503.0
-37.5,505.5
-37.5,508.2
-37.5,510.7
-37.5,513.3
-37.5,516.2
-37.5,519.2
-37.6,521.8
-37.5,524.5
-37.5,527.4
-37.5,529.7
-37.5,532.2
-37.4,535.1
-37.3,537.4
-37.2,539.6
-37.1,542.0
-37.1,543.4
-37.0,545.0
-37.0,546.9
-37.0,548.8
-37.0,550.7
-37.0,552.1
-37.1,553.8
-37.1,555.0
-37.1,556.9
-37.1,558.7
-37.0,559.9
-37.0,561.1
-36.9,561.7
-36.8,562.5
-36.6,563.7
-36.4,564.6
-36.3,565.6
-36.3,566.5
-36.4,567.1
-36.6,567.7
-36.7,568.1
-36.7,568.5
-36.7,568.8
-36.7,569.1
-36.6,569.2
-36.5,569.3
-36.4,569.4
-36.4,569.5
-36.4,569.7
-36.2,569.9
-36.2,570.0
-36.2,570.0
-36.2,569.9
-36.4,569.6
-36.5,569.2
-36.5,568.9
-36.5,568.7
-36.4,568.6
-36.2,568.4
-36.1,568.0
-36.0,567.2
-35.9,566.4
-35.9,565.7
-35.9,564.9
-35.9,564.3
-35.9,563.8
-35.9,563.0
-35.8,562.5
-35.7,562.1
-35.6,561.1
-35.6,560.3
-35.6,559.2
-35.7,557.7
-35.7,556.8
-35.9,555.8
-35.9,554.7
-35.9,553.7
-36.0,552.8
-35.9,551.4
-35.9,550.5
-35.9,549.6
-35.8,547.8
-35.7,546.6
-35.8,545.4
-35.8,543.7
-35.8,543.0
-35.9,541.9
-36.0,540.1
-36.1,538.7
-36.2,536.6
-36.1,534.4
-36.1,532.8
-36.0,530.8
-35.9,529.1
-35.9,527.8
-35.9,526.4
-35.9,524.7
-35.9,522.8
-36.0,520.7
-36.0,518.6
-36.1,517.1
-36.2,515.5
-36.3,514.4
-36.4,512.7
-36.4,510.8
-36.4,509.5
-36.3,507.8
-36.2,506.1
-36.1,504.8
-36.1,503.0
-36.2,501.4
-36.3,500.3
-36.4,499.0
-36.5,498.1
-36.5,496.9
-36.5,495.4
-36.5,493.5
-36.5,491.9
-36.5,490.4
-36.5,489.2
-36.5,488.2
-36.5,486.9
-36.5,485.7
-36.5,484.6
-36.5,483.4
-36.6,482.3
-36.7,481.0
-36.8,479.8
-36.8,478.6
-36.8,477.4
-36.8,476.5
-36.9,475.6
-36.8,474.9
-36.7,474.3
-36.7,473.4
-36.6,472.7
-36.7,471.8
-36.8,471.2
-36.8,470.6
-36.8,469.6
-36.8,468.6
-36.8,467.6
-36.8,466.8
-36.7,466.4
-36.7,466.1
-36.7,465.9
-36.7,465.5
-36.7,465.0
-36.6,464.5
-36.6,463.9
-36.7,463.4
-36.7,463.0
-36.8,462.6
-36.7,462.1
-36.6,461.7
-36.5,461.3
-36.3,461.0
-36.4,461.0
-36.4,461.1
-36.4,461.2
-36.4,461.4
-36.4,461.5
-36.4,461.5
-36.4,461.5
-36.4,461.5
-36.5,461.6
-36.5,461.8
-36.6,461.9
-36.6,462.1
-36.6,462.8
-36.5,463.5
-36.4,464.1
-36.4,464.8
-36.3,465.1
-36.3,465.4
-36.2,465.8
-36.2,466.3
-36.2,466.6
-36.2,466.9
-36.2,467.5
-36.2,468.0
-36.2,468.7
-36.2,469.5
-36.2,470.2
-36.2,470.8
-36.1,471.5
-36.1,472.4
-36.1,473.2
-36.0,473.9
-35.9,474.9
-35.9,475.6
-35.7,476.8
-35.7,478.1
-35.6,479.3
-35.6,480.5
-35.8,481.6
-35.8,482.7
-35.9,483.5
-36.0,484.4
-36.0,485.2
-36.0,486.4
-36.0,487.7
-36.0,489.2
-36.0,490.6
-36.0,492.1
-36.0,493.6
-35.9,495.0
-35.9,496.6
-35.9,498.1
-35.9,499.3
-35.9,500.4
-35.8,501.5
-35.8,502.6
-35.8,504.1
-35.8,505.5
-35.7,507.0
-35.6,508.1
-35.6,509.0
-35.6,510.6
-35.6,512.1
-35.6,513.6
-35.6,515.0
-35.6,516.3
-35.6,517.5
-35.5,518.6
-35.5,520.2
-35.6,521.3
-35.6,522.5
-35.7,524.3
-35.8,525.7
-35.8,527.1
-35.8,528.6
-35.8,529.6
-35.7,530.5
-35.7,531.4
-35.7,532.5
-35.7,533.5
-35.7,534.8
-35.6,536.0
-35.6,537.3
-35.6,538.6
-35.5,540.1
-35.3,541.2
-35.2,542.0
-35.1,543.1
-35.1,543.8
-35.1,544.6
-35.1,545.7
-35.1,546.5
-35.1,547.5
-35.0,548.4
-35.1,549.0
-35.1,549.7
-35.2,550.2
-35.3,551.0
-35.3,551.8
-35.3,552.4
-35.2,552.9
-35.2,553.0
-35.1,553.3
-35.0,553.8
-34.9,554.2
-34.9,554.5
-34.8,554.8
-34.8,554.8
-34.8,555.4
-34.9,555.9
-35.0,556.5
-35.1,557.3
-35.2,557.6
-35.2,557.6
-35.2,557.9
-35.2,557.7
-35.1,557.6
-35.1,557.6
-35.0,557.5
-35.0,557.5
-34.9,557.6
-34.9,557.6
-34.9,557.5
-35.0,557.5
-35.1,557.4
-35.2,557.1
-35.4,556.8
-35.5,556.3
-35.5,555.9
-35.5,555.7
-35.5,555.3
-35.4,555.0
-35.4,554.7
-35.4,554.4
-35.4,554.2
-35.5,554.0
-35.5,553.8
-35.4,553.4
-35.4,552.9
-35.4,552.4
-35.3,551.8
-35.2,551.0
-35.1,550.2
-35.0,549.5
-34.9,549.0
-35.0,548.5
-35.2,548.0
-35.3,547.4
-35.4,546.8
-35.4,546.3
-35.5,545.2
-35.5,544.2
-35.4,543.3
-35.3,542.4
-35.1,541.9
-35.0,541.3
-34.9,540.8
-34.8,540.1
-34.8,539.5
-34.8,539.0
-35.0,538.0
-35.1,536.8
-35.3,535.1
-35.4,533.4
-35.4,532.2
-35.5,531.7
-35.4,531.3
-35.3,530.6
-35.3,529.7
-35.2,528.6
-35.2,527.4
-35.2,526.6
-35.2,525.9
-35.3,524.9
-35.3,524.0
-35.3,522.8
-35.2,521.6
-35.1,520.4
-35.0,519.3
-35.0,518.3
-34.9,517.3
-34.9,516.5
-34.8,515.6
-34.8,514.8
-34.9,513.6
-34.9,512.5
-35.0,511.5
-35.0,510.4
-35.1,509.6
-35.1,508.8
-35.1,508.1
-35.1,507.2
-35.0,506.1
-35.1,505.2
-35.2,504.3
-35.1,503.7
-35.1,503.3
-35.1,502.3
-35.1,501.1
-35.2,499.9
-35.2,498.7
-35.1,498.1
-35.0,497.5
-34.9,497.0
-34.8,496.3
-34.7,495.7
-34.7,494.9
-34.7,494.3
-34.8,493.8
-34.8,493.4
-34.8,492.7
-34.8,492.0
-34.9,491.4
-35.0,490.5
-35.1,490.1
-35.3,489.8
-35.3,489.4
-35.3,489.1
-35.3,488.7
-35.2,488.3
-35.1,487.8
-35.0,487.5
-34.9,487.2
-34.9,487.0
-35.0,487.0
-35.2,486.9
-35.3,486.8
-35.3,486.7
-35.4,486.6
-35.3,486.5
-35.3,486.5
-35.3,486.4
-35.3,486.4
-35.3,486.3
-35.3,486.1
-35.3,486.0
-35.3,485.8
-35.2,485.7
-35.2,485.7
-35.2,485.8
-35.1,485.9
-35.1,486.0
-35.2,486.2
-35.2,486.3
-35.2,486.5
-35.2,486.7
-35.2,486.8
-35.2,487.0
-35.2,487.2
-35.2,487.5
-35.2,487.7
-35.2,488.1
-35.2,488.6
-35.2,489.3
-35.4,490.0
-35.5,490.6
-35.6,490.9
-35.6,491.4
-35.5,492.0
-35.5,492.7
-35.5,493.3
-35.4,493.6
-35.4,493.8
-35.4,493.9
-35.4,494.1
-35.4,494.5
-35.4,495.0
-35.3,495.6
-35.2,496.2
-35.2,496.8
-35.2,497.4
-35.2,498.4
-35.3,499.4
-35.4,500.3
-35.5,501.3
-35.5,502.2
-35.6,503.1
-35.6,503.8
-35.6,504.4
-35.6,504.7
-35.6,505.0
-35.6,505.8
-35.6,506.6
-35.6,507.4
-35.6,508.4
-35.6,509.0
-35.6,509.6
-35.6,510.6
-35.6,511.4
-35.6,512.3
-35.7,513.1
-35.7,513.5
-35.6,514.1
-35.6,514.9
-35.5,515.7
-35.5,516.5
-35.5,517.2
-35.5,517.8
-35.4,518.4
-35.4,519.0
-35.4,519.5
-35.4,520.1
-35.4,520.9
-35.3,521.7
-35.4,522.6
-35.4,523.5
-35.5,524.1
-35.6,524.7
-35.6,525.4
-35.7,526.0
-35.8,526.6
-35.9,527.4
-35.9,528.1
-35.8,528.7
-35.8,529.4
-35.8,530.0
-35.8,530.3
-35.8,530.6
-35.8,530.7
-35.8,531.1
-35.8,531.9
-35.8,532.7
-35.7,533.8
-35.6,534.6
-35.4,535.1
-35.3,535.9
-35.2,536.4
-35.2,536.9
-35.3,537.4
-35.3,537.9
-35.4,538.3
-35.4,538.7
-35.4,539.1
-35.4,539.3
-35.4,539.5
-35.4,539.7
-35.4,539.8
-35.4,540.0
-35.5,540.1
-35.5,540.1
-35.5,540.4
-35.5,540.6
-35.5,540.9
-35.5,541.4
-35.6,541.5
-35.6,541.7
-35.6,541.8
-35.6,541.8
-35.6,541.8
-35.6,541.7
-35.6,541.7
-35.6,541.6
-35.6,541.6
-35.6,541.7
-35.7,541.7
-35.8,541.7
-35.8,541.7
-35.8,541.7
-35.7,541.6
-35.7,541.5
-35.6,541.3
-35.5,541.1
-35.5,540.8
-35.4,540.6
-35.3,540.4
-35.4,540.1
-35.4,539.8
-35.4,539.4
-35.4,538.9
-35.4,538.5
-35.4,538.0
-35.4,537.7
-35.4,537.3
-35.4,537.0
-35.4,536.8
-35.4,536.6
-35.3,536.5
-35.3,536.1
-35.3,535.4
-35.4,534.8
-35.4,534.1
-35.4,533.6
-35.4,533.2
-35.4,532.6
-35.5,531.9
-35.5,531.2
-35.5,530.5
-35.5,529.7
-35.5,529.2
-35.5,528.8
-35.5,528.3
-35.5,527.9
-35.5,527.3
-35.5,526.6
-35.5,526.1
-35.5,525.5
-35.5,524.8
-35.4,524.0
-35.4,523.4
-35.4,522.8
-35.5,522.3
-35.5,521.8
-35.5,521.1
-35.5,520.3
-35.5,519.4
-35.5,518.6
-35.4,518.0
-35.4,517.5
-35.4,517.3
-35.4,517.1
-35.5,516.7
-35.5,516.3
-35.4,515.6
-35.4,514.8
-35.3,514.2
-35.3,513.6
-35.4,512.9
-35.5,512.2
-35.6,511.5
-35.8,510.6
-35.8,510.3
-35.8,509.9
-35.8,509.4
-35.7,509.0
-35.5,508.4
-35.3,507.9
-35.2,507.4
-35.2,507.0
-35.3,506.4
-35.5,505.8
-35.7,505.2
-35.9,504.6
-36.0,504.3
-36.0,503.9
-35.8,503.5
-35.7,503.1
-35.5,502.8
-35.3,502.4
-35.3,502.1
-35.3,501.6
-35.3,501.2
-35.3,500.8
-35.3,500.4
-35.3,500.2
-35.3,500.0
-35.3,499.9
-35.3,499.8
-35.3,499.6
-35.4,499.4
-35.5,499.1
-35.6,498.9
-35.6,498.8
-35.7,498.8
-35.7,498.7
-35.7,498.6
-35.7,498.4
-35.7,498.2
-35.7,497.9
-35.7,497.8
-35.7,497.7
-35.8,497.6
-35.8,497.6
-35.8,497.7
-35.6,497.9
-35.5,498.0
-35.5,498.2
-35.5,498.2
-35.5,498.2
-35.5,498.2
-35.6,498.2
-35.5,498.3
-35.5,498.5
-35.5,498.7
-35.4,498.8
-35.5,499.0
-35.5,499.1
-35.5,499.3
-35.6,499.5
-35.7,500.1
-35.8,500.5
-35.8,500.9
-35.9,501.2
-35.9,501.3
-35.8,501.4
-35.8,501.8
-35.8,502.2
-35.7,502.8
-35.7,503.2
-35.6,503.8
-35.5,504.2
-35.5,504.6
-35.5,505.0
-35.5,505.3
-35.5,505.7
-35.6,506.2
-35.6,507.0
-35.7,507.6
-35.8,508.3
-35.8,508.9
-35.8,509.2
-35.8,509.5
-35.7,509.7
-35.7,509.9
-35.7,510.4
-35.7,510.8
-35.8,511.7
-35.8,512.6
-35.8,513.2
-35.8,514.0
-35.8,514.4
-35.9,514.6
-35.8,515.1
-35.8,515.6
-35.9,516.2
-35.8,516.9
-35.9,517.7
-36.0,518.5
-36.1,519.3
-36.1,519.9
-36.1,520.4
-36.1,520.9
-36.0,521.1
-36.0,521.4
-35.8,522.2
-35.6,522.9
-35.5,523.8
-35.4,524.7
-35.4,525.0
-35.4,525.5
-35.4,525.7
-35.5,526.1
-35.5,526.6
-35.6,527.2
-35.7,527.9
-35.8,528.7
-35.8,529.3
-35.8,529.9
-35.9,530.5
-35.8,531.0
-35.8,531.2
-35.8,531.5
-35.7,531.6
-35.8,532.1
-35.9,532.7
-36.0,533.2
-36.1,533.7
-36.0,533.8
-36.0,533.9
-35.8,534.2
-35.6,534.5
-35.5,535.0
-35.4,535.5
-35.4,536.0
-35.4,536.6
-35.4,537.0
-35.4,537.4
-35.5,537.7
-35.6,537.7
-35.6,537.7
-35.6,537.7
-35.5,537.7
-35.4,537.8
-35.4,538.0
-35.3,538.1
-35.3,538.4
-35.3,538.8
-35.2,538.9
-35.3,539.3
-35.3,539.6
-35.3,539.3
-35.3,539.5
