Ohne Medium_RI0,3_FA0,1_NL100;12500 mPas_RI0,3_FA0,1_NL100_1bar;100000 mPas_RI0,3_FA0,1_NL100_3 bar
552,54;-93,38071436;562,0488442
557,29;-95,03113561;563,6415909
555,70;-91,72997191;560,4585628
557,29;-93,38071436;568,4346622
554,12;-92,55538527;562,0488442
560,46;-93,38071436;562,0488442
560,46;-91,72997191;563,6415909
557,29;-91,72997191;562,0488442
562,05;-91,72997191;560,4585628
560,46;-90,07887656;557,2853802
560,46;-91,72997191;562,0488442
557,29;-90,07887656;562,0488442
558,87;-90,90447033;562,0488442
557,29;-89,25318665;560,4585628
557,29;-90,90447033;563,6415909
562,05;-92,55538527;562,0488442
562,05;-91,72997191;558,8707428
560,46;-92,55538527;560,4585628
558,87;-92,55538527;557,2853802
563,64;-95,85623569;555,7024709
560,46;-91,72997191;555,7024709
560,46;-93,38071436;558,8707428
560,46;-92,55538527;557,2853802
562,05;-92,55538527;555,7024709
557,29;-91,72997191;560,4585628
550,97;-92,55538527;560,4585628
554,12;-94,20596316;560,4585628
554,12;-91,72997191;554,1220112
558,87;-92,55538527;560,4585628
557,29;-93,38071436;555,7024709
558,87;-92,55538527;558,8707428
558,87;-90,07887656;560,4585628
558,87;-90,90447033;560,4585628
563,64;-92,55538527;560,4585628
560,46;-89,25318665;555,7024709
560,46;-90,07887656;563,6415909
557,29;-92,55538527;558,8707428
560,46;-92,55538527;560,4585628
560,46;-90,90447033;560,4585628
563,64;-91,72997191;560,4585628
570,04;-91,72997191;560,4585628
570,04;-90,90447033;558,8707428
565,24;-90,90447033;563,6415909
560,46;-91,72997191;560,4585628
563,64;-94,20596316;563,6415909
563,64;-92,55538527;563,6415909
562,05;-93,38071436;565,2368068
560,46;-92,55538527;560,4585628
560,46;-90,90447033;558,8707428
563,64;-90,07887656;566,8344959
558,87;-90,90447033;566,8344959
563,64;-91,72997191;566,8344959
560,46;-88,42739663;563,6415909
560,46;-89,25318665;568,4346622
562,05;-89,25318665;565,2368068
562,05;-89,25318665;558,8707428
560,46;-87,60150253;558,8707428
557,29;-88,42739663;558,8707428
563,64;-90,90447033;555,7024709
558,87;-87,60150253;552,5439969
557,29;-89,25318665;558,8707428
552,54;-90,07887656;558,8707428
554,12;-91,72997191;557,2853802
552,54;-90,07887656;558,8707428
552,54;-92,55538527;558,8707428
557,29;-92,55538527;555,7024709
557,29;-90,90447033;554,1220112
555,70;-90,90447033;563,6415909
552,54;-90,07887656;568,4346622
557,29;-92,55538527;568,4346622
557,29;-88,42739663;565,2368068
555,70;-90,90447033;565,2368068
560,46;-90,90447033;562,0488442
563,64;-90,90447033;558,8707428
563,64;-91,72997191;563,6415909
562,05;-93,38071436;562,0488442
563,64;-95,85623569;563,6415909
558,87;-93,38071436;560,4585628
558,87;-94,20596316;562,0488442
558,87;-93,38071436;557,2853802
562,05;-94,20596316;554,1220112
560,46;-92,55538527;557,2853802
557,29;-91,72997191;557,2853802
562,05;-93,38071436;557,2853802
562,05;-90,90447033;552,5439969
563,64;-93,38071436;557,2853802
560,46;-93,38071436;552,5439969
562,05;-94,20596316;554,1220112
560,46;-91,72997191;557,2853802
558,87;-95,03113561;560,4585628
562,05;-97,50623457;558,8707428
560,46;-95,85623569;554,1220112
557,29;-95,85623569;560,4585628
554,12;-95,03113561;560,4585628
562,05;-95,03113561;563,6415909
562,05;-92,55538527;563,6415909
560,46;-92,55538527;565,2368068
563,64;-92,55538527;563,6415909
565,24;-90,90447033;562,0488442
565,24;-90,07887656;568,4346622
558,87;-90,90447033;566,8344959
562,05;-92,55538527;565,2368068
557,29;-90,07887656;562,0488442
557,29;-91,72997191;563,6415909
560,46;-92,55538527;566,8344959
565,24;-92,55538527;563,6415909
565,24;-90,90447033;565,2368068
562,05;-92,55538527;562,0488442
568,43;-94,20596316;562,0488442
565,24;-90,07887656;558,8707428
565,24;-91,72997191;562,0488442
562,05;-91,72997191;558,8707428
568,43;-91,72997191;555,7024709
566,83;-88,42739663;558,8707428
565,24;-89,25318665;560,4585628
568,43;-90,90447033;562,0488442
565,24;-90,90447033;558,8707428
565,24;-90,90447033;562,0488442
558,87;-90,90447033;558,8707428
562,05;-94,20596316;557,2853802
562,05;-93,38071436;558,8707428
563,64;-95,03113561;558,8707428
565,24;-95,03113561;560,4585628
563,64;-92,55538527;557,2853802
562,05;-90,90447033;562,0488442
557,29;-90,90447033;558,8707428
562,05;-93,38071436;562,0488442
557,29;-90,90447033;560,4585628
557,29;-91,72997191;560,4585628
557,29;-90,07887656;558,8707428
560,46;-90,07887656;557,2853802
558,87;-90,07887656;555,7024709
550,97;-91,72997191;554,1220112
557,29;-93,38071436;557,2853802
550,97;-88,42739663;555,7024709
552,54;-88,42739663;560,4585628
552,54;-86,77550041;558,8707428
558,87;-89,25318665;557,2853802
557,29;-89,25318665;558,8707428
555,70;-89,25318665;558,8707428
560,46;-90,90447033;562,0488442
562,05;-90,07887656;558,8707428
563,64;-90,90447033;563,6415909
560,46;-92,55538527;560,4585628
563,64;-94,20596316;558,8707428
558,87;-91,72997191;558,8707428
557,29;-94,20596316;558,8707428
555,70;-95,03113561;558,8707428
557,29;-94,20596316;555,7024709
560,46;-93,38071436;562,0488442
558,87;-92,55538527;560,4585628
568,43;-94,20596316;560,4585628
568,43;-91,72997191;558,8707428
568,43;-93,38071436;558,8707428
566,83;-92,55538527;558,8707428
566,83;-91,72997191;557,2853802
563,64;-91,72997191;563,6415909
562,05;-92,55538527;562,0488442
568,43;-94,20596316;563,6415909
563,64;-90,07887656;562,0488442
565,24;-90,90447033;566,8344959
563,64;-91,72997191;565,2368068
568,43;-95,03113561;562,0488442
566,83;-93,38071436;563,6415909
565,24;-94,20596316;560,4585628
570,04;-96,68126736;562,0488442
568,43;-94,20596316;557,2853802
563,64;-95,03113561;560,4585628
558,87;-93,38071436;558,8707428
562,05;-93,38071436;557,2853802
557,29;-90,90447033;558,8707428
554,12;-90,90447033;558,8707428
554,12;-90,90447033;554,1220112
557,29;-90,90447033;550,9684241
554,12;-90,90447033;554,1220112
552,54;-90,90447033;552,5439969
558,87;-92,55538527;554,1220112
557,29;-90,07887656;555,7024709
557,29;-93,38071436;558,8707428
558,87;-92,55538527;555,7024709
560,46;-90,90447033;552,5439969
562,05;-90,90447033;558,8707428
560,46;-91,72997191;558,8707428
562,05;-92,55538527;558,8707428
555,70;-88,42739663;557,2853802
554,12;-89,25318665;560,4585628
554,12;-89,25318665;558,8707428
557,29;-90,90447033;557,2853802
557,29;-90,07887656;560,4585628
557,29;-92,55538527;558,8707428
560,46;-93,38071436;560,4585628
560,46;-90,90447033;555,7024709
560,46;-93,38071436;560,4585628
554,12;-93,38071436;560,4585628
558,87;-95,03113561;562,0488442
557,29;-93,38071436;563,6415909
555,70;-93,38071436;565,2368068
558,87;-93,38071436;566,8344959
560,46;-90,07887656;560,4585628
558,87;-90,07887656;563,6415909
555,70;-90,07887656;557,2853802
558,87;-92,55538527;560,4585628
557,29;-89,25318665;560,4585628
555,70;-90,07887656;560,4585628
558,87;-89,25318665;560,4585628
563,64;-89,25318665;557,2853802
560,46;-90,07887656;563,6415909
557,29;-89,25318665;558,8707428
563,64;-91,72997191;558,8707428
563,64;-89,25318665;558,8707428
563,64;-90,07887656;560,4585628
562,05;-90,07887656;558,8707428
566,83;-88,42739663;552,5439969
563,64;-89,25318665;558,8707428
562,05;-90,90447033;557,2853802
562,05;-93,38071436;558,8707428
560,46;-91,72997191;557,2853802
558,87;-92,55538527;560,4585628
554,12;-91,72997191;558,8707428
560,46;-92,55538527;555,7024709
558,87;-90,90447033;555,7024709
560,46;-92,55538527;554,1220112
563,64;-94,20596316;554,1220112
563,64;-92,55538527;554,1220112
560,46;-92,55538527;563,6415909
554,12;-92,55538527;562,0488442
560,46;-95,03113561;562,0488442
557,29;-93,38071436;563,6415909
555,70;-93,38071436;562,0488442
554,12;-92,55538527;558,8707428
554,12;-92,55538527;552,5439969
552,54;-93,38071436;560,4585628
550,97;-95,03113561;560,4585628
557,29;-97,50623457;562,0488442
554,12;-93,38071436;562,0488442
558,87;-95,03113561;565,2368068
557,29;-94,20596316;563,6415909
563,64;-93,38071436;558,8707428
560,46;-92,55538527;560,4585628
560,46;-93,38071436;558,8707428
563,64;-95,03113561;562,0488442
562,05;-93,38071436;558,8707428
560,46;-93,38071436;560,4585628
554,12;-92,55538527;558,8707428
558,87;-95,03113561;558,8707428
554,12;-93,38071436;562,0488442
557,29;-95,03113561;557,2853802
560,46;-97,50623457;558,8707428
562,05;-93,38071436;558,8707428
560,46;-93,38071436;566,8344959
554,12;-94,20596316;563,6415909
557,29;-94,20596316;563,6415909
555,70;-90,90447033;566,8344959
557,29;-90,90447033;565,2368068
557,29;-90,07887656;562,0488442
560,46;-90,07887656;555,7024709
560,46;-90,07887656;563,6415909
558,87;-90,90447033;562,0488442
565,24;-93,38071436;565,2368068
566,83;-90,07887656;563,6415909
563,64;-92,55538527;563,6415909
558,87;-92,55538527;563,6415909
558,87;-91,72997191;560,4585628
557,29;-90,07887656;566,8344959
555,70;-90,90447033;565,2368068
560,46;-93,38071436;565,2368068
562,05;-92,55538527;560,4585628
562,05;-95,03113561;560,4585628
555,70;-93,38071436;558,8707428
560,46;-92,55538527;558,8707428
560,46;-89,25318665;563,6415909
560,46;-91,72997191;562,0488442
560,46;-94,20596316;562,0488442
560,46;-92,55538527;560,4585628
557,29;-95,03113561;565,2368068
554,12;-95,03113561;563,6415909
560,46;-96,68126736;563,6415909
558,87;-93,38071436;568,4346622
560,46;-95,03113561;565,2368068
558,87;-95,03113561;563,6415909
558,87;-92,55538527;560,4585628
557,29;-92,55538527;568,4346622
554,12;-90,90447033;565,2368068
558,87;-92,55538527;565,2368068
558,87;-89,25318665;565,2368068
557,29;-90,90447033;565,2368068
555,70;-89,25318665;563,6415909
562,05;-88,42739663;557,2853802
562,05;-89,25318665;560,4585628
562,05;-90,90447033;558,8707428
566,83;-93,38071436;560,4585628
568,43;-90,90447033;563,6415909
568,43;-93,38071436;565,2368068
560,46;-93,38071436;563,6415909
565,24;-95,03113561;560,4585628
560,46;-93,38071436;565,2368068
555,70;-95,03113561;565,2368068
557,29;-96,68126736;568,4346622
560,46;-95,85623569;563,6415909
560,46;-96,68126736;568,4346622
557,29;-94,20596316;568,4346622
558,87;-95,85623569;566,8344959
558,87;-93,38071436;570,0373097
558,87;-95,03113561;565,2368068
557,29;-95,03113561;563,6415909
560,46;-94,20596316;563,6415909
558,87;-94,20596316;570,0373097
557,29;-95,85623569;565,2368068
562,05;-96,68126736;563,6415909
560,46;-93,38071436;563,6415909
557,29;-94,20596316;565,2368068
552,54;-93,38071436;568,4346622
555,70;-93,38071436;563,6415909
554,12;-92,55538527;566,8344959
552,54;-92,55538527;560,4585628
555,70;-94,20596316;558,8707428
557,29;-90,90447033;554,1220112
560,46;-90,90447033;554,1220112
560,46;-89,25318665;554,1220112
563,64;-90,07887656;547,8245873
560,46;-89,25318665;555,7024709
562,05;-90,90447033;554,1220112
565,24;-92,55538527;554,1220112
565,24;-90,07887656;554,1220112
558,87;-90,90447033;560,4585628
554,12;-90,90447033;562,0488442
562,05;-92,55538527;558,8707428
558,87;-90,90447033;560,4585628
558,87;-91,72997191;558,8707428
560,46;-92,55538527;557,2853802
562,05;-90,90447033;554,1220112
558,87;-92,55538527;560,4585628
555,70;-90,90447033;558,8707428
560,46;-90,90447033;554,1220112
557,29;-88,42739663;557,2853802
558,87;-90,90447033;557,2853802
557,29;-91,72997191;557,2853802
562,05;-90,90447033;555,7024709
560,46;-90,90447033;563,6415909
557,29;-90,90447033;560,4585628
563,64;-93,38071436;560,4585628
563,64;-90,90447033;560,4585628
562,05;-94,20596316;560,4585628
558,87;-94,20596316;560,4585628
562,05;-95,03113561;558,8707428
558,87;-92,55538527;563,6415909
560,46;-94,20596316;566,8344959
560,46;-96,68126736;565,2368068
562,05;-92,55538527;560,4585628
558,87;-94,20596316;563,6415909
557,29;-94,20596316;563,6415909
563,64;-95,03113561;560,4585628
563,64;-94,20596316;563,6415909
563,64;-94,20596316;560,4585628
563,64;-95,03113561;560,4585628
562,05;-92,55538527;557,2853802
560,46;-91,72997191;560,4585628
558,87;-90,90447033;560,4585628
565,24;-94,20596316;558,8707428
562,05;-90,90447033;560,4585628
562,05;-92,55538527;558,8707428
560,46;-92,55538527;560,4585628
562,05;-91,72997191;557,2853802
562,05;-91,72997191;562,0488442
558,87;-91,72997191;558,8707428
562,05;-93,38071436;558,8707428
563,64;-90,90447033;558,8707428
563,64;-90,90447033;558,8707428
557,29;-90,07887656;558,8707428
562,05;-90,90447033;555,7024709
557,29;-90,90447033;563,6415909
555,70;-92,55538527;560,4585628
558,87;-97,50623457;563,6415909
558,87;-93,38071436;563,6415909
557,29;-95,03113561;565,2368068
552,54;-95,03113561;565,2368068
558,87;-95,85623569;557,2853802
560,46;-93,38071436;562,0488442
563,64;-94,20596316;560,4585628
568,43;-95,85623569;562,0488442
568,43;-95,03113561;558,8707428
566,83;-94,20596316;563,6415909
562,05;-93,38071436;563,6415909
563,64;-95,03113561;562,0488442
560,46;-93,38071436;566,8344959
560,46;-95,85623569;562,0488442
558,87;-95,03113561;563,6415909
560,46;-94,20596316;560,4585628
557,29;-95,03113561;563,6415909
555,70;-94,20596316;562,0488442
558,87;-96,68126736;560,4585628
560,46;-92,55538527;563,6415909
558,87;-92,55538527;562,0488442
554,12;-91,72997191;558,8707428
558,87;-91,72997191;554,1220112
555,70;-92,55538527;558,8707428
554,12;-93,38071436;557,2853802
557,29;-95,85623569;557,2853802
560,46;-92,55538527;557,2853802
560,46;-92,55538527;557,2853802
555,70;-91,72997191;558,8707428
562,05;-92,55538527;557,2853802
560,46;-92,55538527;560,4585628
560,46;-93,38071436;558,8707428
560,46;-94,20596316;562,0488442
562,05;-92,55538527;560,4585628
560,46;-94,20596316;562,0488442
555,70;-94,20596316;563,6415909
558,87;-95,03113561;560,4585628
558,87;-91,72997191;565,2368068
557,29;-92,55538527;563,6415909
554,12;-93,38071436;565,2368068
560,46;-91,72997191;560,4585628
554,12;-90,90447033;562,0488442
557,29;-91,72997191;558,8707428
558,87;-94,20596316;558,8707428
560,46;-90,90447033;562,0488442
560,46;-92,55538527;560,4585628
555,70;-91,72997191;560,4585628
560,46;-90,90447033;557,2853802
560,46;-90,07887656;562,0488442
560,46;-90,90447033;560,4585628
558,87;-94,20596316;557,2853802
557,29;-92,55538527;558,8707428
555,70;-95,03113561;560,4585628
552,54;-95,03113561;558,8707428
558,87;-95,03113561;557,2853802
555,70;-92,55538527;560,4585628
560,46;-93,38071436;557,2853802
560,46;-95,03113561;555,7024709
563,64;-91,72997191;554,1220112
560,46;-92,55538527;557,2853802
557,29;-92,55538527;552,5439969
560,46;-92,55538527;549,3952889
560,46;-90,07887656;552,5439969
562,05;-90,90447033;550,9684241
558,87;-91,72997191;554,1220112
565,24;-90,90447033;554,1220112
565,24;-92,55538527;558,8707428
562,05;-92,55538527;557,2853802
562,05;-95,03113561;554,1220112
560,46;-93,38071436;563,6415909
560,46;-94,20596316;563,6415909
555,70;-94,20596316;560,4585628
560,46;-95,03113561;558,8707428
554,12;-95,03113561;563,6415909
554,12;-95,85623569;560,4585628
557,29;-98,33114129;560,4585628
557,29;-95,03113561;565,2368068
554,12;-96,68126736;565,2368068
552,54;-95,85623569;566,8344959
558,87;-94,20596316;563,6415909
557,29;-90,90447033;571,6424423
557,29;-91,72997191;571,6424423
557,29;-92,55538527;570,0373097
562,05;-89,25318665;568,4346622
562,05;-91,72997191;568,4346622
557,29;-90,90447033;566,8344959
560,46;-91,72997191;562,0488442
558,87;-89,25318665;568,4346622
558,87;-91,72997191;565,2368068
555,70;-93,38071436;565,2368068
557,29;-93,38071436;562,0488442
558,87;-94,20596316;562,0488442
558,87;-92,55538527;560,4585628
563,64;-93,38071436;554,1220112
563,64;-90,90447033;560,4585628
562,05;-91,72997191;560,4585628
557,29;-90,90447033;558,8707428
562,05;-90,07887656;557,2853802
560,46;-89,25318665;560,4585628
560,46;-88,42739663;558,8707428
560,46;-90,90447033;555,7024709
560,46;-87,60150253;555,7024709
557,29;-89,25318665;555,7024709
550,97;-89,25318665;555,7024709
560,46;-89,25318665;552,5439969
558,87;-86,77550041;560,4585628
562,05;-87,60150253;558,8707428
562,05;-90,90447033;558,8707428
565,24;-89,25318665;560,4585628
563,64;-92,55538527;563,6415909
558,87;-94,20596316;562,0488442
562,05;-95,85623569;557,2853802
563,64;-92,55538527;562,0488442
563,64;-94,20596316;560,4585628
558,87;-95,03113561;560,4585628
563,64;-91,72997191;558,8707428
560,46;-90,07887656;560,4585628
557,29;-89,25318665;560,4585628
558,87;-90,90447033;555,7024709
554,12;-88,42739663;558,8707428
552,54;-90,07887656;557,2853802
549,40;-91,72997191;554,1220112
557,29;-90,07887656;550,9684241
555,70;-91,72997191;554,1220112
558,87;-92,55538527;554,1220112
560,46;-91,72997191;554,1220112
562,05;-87,60150253;558,8707428
560,46;-88,42739663;555,7024709
558,87;-88,42739663;557,2853802
566,83;-88,42739663;554,1220112
563,64;-88,42739663;560,4585628
563,64;-90,07887656;558,8707428
563,64;-91,72997191;560,4585628
570,04;-90,07887656;562,0488442
568,43;-92,55538527;562,0488442
565,24;-90,90447033;557,2853802
568,43;-92,55538527;550,9684241
565,24;-93,38071436;557,2853802
565,24;-95,03113561;558,8707428
560,46;-95,85623569;560,4585628
560,46;-92,55538527;558,8707428
555,70;-91,72997191;562,0488442
557,29;-91,72997191;562,0488442
560,46;-94,20596316;555,7024709
557,29;-90,90447033;558,8707428
555,70;-93,38071436;557,2853802
554,12;-95,03113561;555,7024709
558,87;-91,72997191;554,1220112
557,29;-92,55538527;558,8707428
560,46;-94,20596316;555,7024709
560,46;-96,68126736;554,1220112
560,46;-94,20596316;558,8707428
558,87;-95,85623569;557,2853802
557,29;-97,50623457;558,8707428
563,64;-98,33114129;557,2853802
563,64;-95,85623569;562,0488442
562,05;-94,20596316;558,8707428
560,46;-95,85623569;560,4585628
560,46;-91,72997191;562,0488442
562,05;-91,72997191;563,6415909
560,46;-91,72997191;562,0488442
568,43;-92,55538527;555,7024709
563,64;-90,90447033;562,0488442
562,05;-92,55538527;558,8707428
558,87;-95,03113561;560,4585628
560,46;-92,55538527;562,0488442
557,29;-92,55538527;562,0488442
557,29;-92,55538527;558,8707428
560,46;-94,20596316;554,1220112
560,46;-91,72997191;558,8707428
563,64;-92,55538527;558,8707428
557,29;-92,55538527;558,8707428
560,46;-92,55538527;560,4585628
558,87;-92,55538527;565,2368068
557,29;-91,72997191;562,0488442
558,87;-93,38071436;558,8707428
558,87;-89,25318665;566,8344959
557,29;-91,72997191;566,8344959
557,29;-92,55538527;568,4346622
563,64;-91,72997191;563,6415909
560,46;-90,90447033;568,4346622
560,46;-94,20596316;566,8344959
558,87;-97,50623457;563,6415909
558,87;-92,55538527;563,6415909
557,29;-92,55538527;560,4585628
554,12;-91,72997191;560,4585628
562,05;-92,55538527;557,2853802
562,05;-91,72997191;563,6415909
560,46;-92,55538527;560,4585628
558,87;-93,38071436;562,0488442
565,24;-90,07887656;565,2368068
563,64;-91,72997191;563,6415909
563,64;-91,72997191;560,4585628
563,64;-92,55538527;554,1220112
562,05;-90,90447033;558,8707428
562,05;-92,55538527;557,2853802
560,46;-94,20596316;558,8707428
565,24;-93,38071436;560,4585628
566,83;-93,38071436;562,0488442
565,24;-93,38071436;562,0488442
562,05;-95,03113561;560,4585628
558,87;-91,72997191;563,6415909
560,46;-92,55538527;562,0488442
557,29;-90,90447033;563,6415909
563,64;-90,07887656;563,6415909
563,64;-89,25318665;566,8344959
565,24;-90,07887656;563,6415909
563,64;-91,72997191;557,2853802
565,24;-87,60150253;560,4585628
566,83;-89,25318665;560,4585628
562,05;-89,25318665;560,4585628
566,83;-89,25318665;555,7024709
560,46;-89,25318665;557,2853802
557,29;-90,90447033;555,7024709
554,12;-92,55538527;555,7024709
557,29;-88,42739663;560,4585628
554,12;-90,07887656;558,8707428
554,12;-89,25318665;557,2853802
558,87;-90,07887656;554,1220112
557,29;-88,42739663;557,2853802
560,46;-87,60150253;555,7024709
558,87;-89,25318665;558,8707428
563,64;-87,60150253;562,0488442
558,87;-89,25318665;562,0488442
555,70;-89,25318665;563,6415909
554,12;-91,72997191;558,8707428
554,12;-90,07887656;563,6415909
552,54;-93,38071436;560,4585628
550,97;-93,38071436;563,6415909
554,12;-93,38071436;563,6415909
552,54;-94,20596316;565,2368068
554,12;-95,03113561;563,6415909
554,12;-95,03113561;558,8707428
554,12;-91,72997191;562,0488442
555,70;-92,55538527;562,0488442
552,54;-92,55538527;562,0488442
557,29;-93,38071436;560,4585628
555,70;-93,38071436;563,6415909
558,87;-95,03113561;558,8707428
554,12;-96,68126736;555,7024709
558,87;-94,20596316;558,8707428
557,29;-95,85623569;555,7024709
554,12;-95,03113561;557,2853802
558,87;-93,38071436;550,9684241
555,70;-90,90447033;557,2853802
557,29;-92,55538527;555,7024709
554,12;-95,85623569;557,2853802
562,05;-94,20596316;555,7024709
558,87;-95,03113561;557,2853802
557,29;-93,38071436;558,8707428
558,87;-94,20596316;558,8707428
560,46;-91,72997191;565,2368068
558,87;-91,72997191;565,2368068
557,29;-92,55538527;568,4346622
560,46;-92,55538527;565,2368068
560,46;-93,38071436;565,2368068
560,46;-94,20596316;563,6415909
560,46;-94,20596316;560,4585628
563,64;-90,90447033;566,8344959
555,70;-91,72997191;565,2368068
550,97;-91,72997191;562,0488442
555,70;-91,72997191;560,4585628
554,12;-92,55538527;563,6415909
557,29;-90,90447033;562,0488442
554,12;-90,07887656;558,8707428
560,46;-86,77550041;562,0488442
558,87;-87,60150253;560,4585628
555,70;-89,25318665;562,0488442
560,46;-90,90447033;560,4585628
558,87;-89,25318665;566,8344959
558,87;-90,07887656;562,0488442
555,70;-91,72997191;560,4585628
560,46;-90,07887656;560,4585628
558,87;-91,72997191;558,8707428
560,46;-93,38071436;555,7024709
560,46;-95,03113561;550,9684241
560,46;-92,55538527;557,2853802
562,05;-91,72997191;554,1220112
557,29;-91,72997191;555,7024709
562,05;-90,90447033;557,2853802
558,87;-92,55538527;558,8707428
557,29;-92,55538527;558,8707428
557,29;-94,20596316;554,1220112
563,64;-92,55538527;558,8707428
560,46;-92,55538527;558,8707428
554,12;-91,72997191;560,4585628
558,87;-91,72997191;557,2853802
557,29;-90,07887656;558,8707428
557,29;-92,55538527;558,8707428
554,12;-94,20596316;558,8707428
558,87;-90,90447033;565,2368068
560,46;-90,07887656;560,4585628
562,05;-89,25318665;557,2853802
563,64;-90,07887656;552,5439969
560,46;-88,42739663;557,2853802
558,87;-89,25318665;555,7024709
555,70;-89,25318665;554,1220112
560,46;-87,60150253;557,2853802
558,87;-89,25318665;554,1220112
560,46;-89,25318665;555,7024709
563,64;-90,90447033;552,5439969
566,83;-89,25318665;558,8707428
565,24;-91,72997191;558,8707428
560,46;-92,55538527;557,2853802
563,64;-89,25318665;552,5439969
560,46;-90,90447033;555,7024709
562,05;-91,72997191;555,7024709
563,64;-94,20596316;554,1220112
565,24;-90,07887656;563,6415909
563,64;-90,07887656;563,6415909
560,46;-90,90447033;565,2368068
563,64;-91,72997191;566,8344959
560,46;-91,72997191;568,4346622
560,46;-91,72997191;563,6415909
557,29;-94,20596316;560,4585628
562,05;-91,72997191;563,6415909
562,05;-92,55538527;560,4585628
563,64;-92,55538527;562,0488442
563,64;-92,55538527;557,2853802
560,46;-89,25318665;560,4585628
558,87;-91,72997191;557,2853802
554,12;-93,38071436;557,2853802
560,46;-91,72997191;558,8707428
560,46;-92,55538527;560,4585628
562,05;-92,55538527;562,0488442
563,64;-94,20596316;560,4585628
565,24;-91,72997191;563,6415909
563,64;-92,55538527;558,8707428
560,46;-92,55538527;560,4585628
566,83;-91,72997191;560,4585628
568,43;-92,55538527;562,0488442
565,24;-92,55538527;560,4585628
563,64;-95,03113561;558,8707428
566,83;-93,38071436;566,8344959
565,24;-96,68126736;563,6415909
563,64;-95,03113561;565,2368068
568,43;-93,38071436;563,6415909
568,43;-94,20596316;568,4346622
566,83;-94,20596316;566,8344959
562,05;-95,85623569;560,4585628
568,43;-93,38071436;560,4585628
565,24;-95,03113561;555,7024709
563,64;-95,03113561;557,2853802
566,83;-92,55538527;557,2853802
566,83;-89,25318665;562,0488442
568,43;-90,07887656;560,4585628
563,64;-93,38071436;560,4585628
566,83;-90,90447033;562,0488442
563,64;-90,07887656;560,4585628
563,64;-89,25318665;563,6415909
562,05;-90,90447033;558,8707428
563,64;-89,25318665;562,0488442
560,46;-90,07887656;563,6415909
555,70;-91,72997191;565,2368068
560,46;-89,25318665;565,2368068
557,29;-89,25318665;565,2368068
557,29;-89,25318665;565,2368068
557,29;-92,55538527;562,0488442
560,46;-90,07887656;566,8344959
558,87;-91,72997191;563,6415909
555,70;-90,90447033;565,2368068
560,46;-90,07887656;563,6415909
560,46;-90,07887656;565,2368068
560,46;-90,90447033;562,0488442
555,70;-92,55538527;558,8707428
560,46;-90,07887656;563,6415909
560,46;-91,72997191;563,6415909
560,46;-93,38071436;566,8344959
560,46;-92,55538527;566,8344959
560,46;-91,72997191;570,0373097
558,87;-93,38071436;565,2368068
554,12;-95,03113561;560,4585628
554,12;-92,55538527;563,6415909
552,54;-92,55538527;562,0488442
554,12;-91,72997191;560,4585628
552,54;-92,55538527;558,8707428
554,12;-90,07887656;563,6415909
554,12;-90,90447033;558,8707428
550,97;-93,38071436;558,8707428
557,29;-89,25318665;562,0488442
557,29;-90,07887656;557,2853802
560,46;-89,25318665;557,2853802
558,87;-90,90447033;555,7024709
560,46;-88,42739663;558,8707428
560,46;-90,90447033;557,2853802
555,70;-90,07887656;560,4585628
560,46;-88,42739663;558,8707428
558,87;-90,07887656;558,8707428
560,46;-92,55538527;560,4585628
560,46;-95,03113561;554,1220112
568,43;-89,25318665;563,6415909
565,24;-88,42739663;563,6415909
565,24;-89,25318665;565,2368068
568,43;-89,25318665;563,6415909
568,43;-90,90447033;568,4346622
565,24;-92,55538527;566,8344959
563,64;-94,20596316;563,6415909
568,43;-90,90447033;568,4346622
566,83;-91,72997191;565,2368068
568,43;-90,90447033;565,2368068
563,64;-90,90447033;562,0488442
563,64;-89,25318665;565,2368068
563,64;-90,07887656;563,6415909
557,29;-92,55538527;560,4585628
560,46;-90,07887656;563,6415909
558,87;-90,90447033;562,0488442
560,46;-91,72997191;563,6415909
560,46;-93,38071436;560,4585628
562,05;-93,38071436;563,6415909
560,46;-95,85623569;562,0488442
560,46;-97,50623457;562,0488442
563,64;-95,03113561;562,0488442
562,05;-95,85623569;560,4585628
560,46;-96,68126736;558,8707428
557,29;-98,33114129;552,5439969
560,46;-95,03113561;557,2853802
555,70;-95,03113561;554,1220112
554,12;-94,20596316;557,2853802
555,70;-91,72997191;558,8707428
558,87;-90,90447033;560,4585628
560,46;-90,90447033;558,8707428
557,29;-93,38071436;554,1220112
562,05;-89,25318665;560,4585628
560,46;-90,90447033;562,0488442
560,46;-89,25318665;563,6415909
558,87;-89,25318665;563,6415909
563,64;-88,42739663;565,2368068
563,64;-90,90447033;560,4585628
560,46;-93,38071436;554,1220112
565,24;-89,25318665;558,8707428
563,64;-90,07887656;554,1220112
565,24;-89,25318665;552,5439969
562,05;-90,90447033;547,8245873
563,64;-89,25318665;554,1220112
563,64;-92,55538527;555,7024709
560,46;-93,38071436;557,2853802
568,43;-91,72997191;560,4585628
563,64;-92,55538527;558,8707428
563,64;-92,55538527;558,8707428
558,87;-93,38071436;555,7024709
563,64;-90,07887656;560,4585628
563,64;-91,72997191;557,2853802
562,05;-92,55538527;557,2853802
565,24;-91,72997191;555,7024709
562,05;-92,55538527;558,8707428
562,05;-91,72997191;557,2853802
